id,syear,sex,alter,anz_pers,anz_kind,bildung,erwerb,branche,gesund_org,lebensz_org,einkommenj1,einkommenj2,einkommenm1,einkommenm2
15181,2015,[1] weiblich,66,1,0,12,[5] Nicht erwerbstätig,,[4] Weniger gut,8,0,0,0,0
15181,2017,[1] weiblich,68,1,0,12,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,7,0,0,0,0
15181,2018,[1] weiblich,69,1,0,12,[5] Nicht erwerbstätig,,[4] Weniger gut,8,0,0,0,0
15181,2019,[1] weiblich,70,1,0,12,[5] Nicht erwerbstätig,,[4] Weniger gut,7,0,0,0,0
5578,2015,[1] weiblich,85,1,0,9,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,9,0,0,0,0
5578,2016,[1] weiblich,86,1,0,9,[5] Nicht erwerbstätig,,[4] Weniger gut,8,0,0,0,0
5578,2017,[1] weiblich,87,1,0,9,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,[10] ganz und gar zufrieden,0,0,0,0
5578,2018,[1] weiblich,88,1,0,9,[5] Nicht erwerbstätig,,[4] Weniger gut,9,0,0,0,0
28640,2015,[0] männlich,55,5,0,10.5,[1] Voll erwerbstätig,[2] Forstwirtschaft und Holzeinschlag,[3] Zufriedenstellend,8,35998.438,0,2696.8459,0
28640,2016,[0] männlich,56,4,0,10.5,[1] Voll erwerbstätig,[2] Forstwirtschaft und Holzeinschlag,[3] Zufriedenstellend,7,0,7037.8486,5210.7568,0
28640,2017,[0] männlich,57,3,0,10.5,[1] Voll erwerbstätig,[2] Forstwirtschaft und Holzeinschlag,[3] Zufriedenstellend,8,0,0,6510.3472,0
28640,2018,[0] männlich,58,3,0,10.5,[1] Voll erwerbstätig,[2] Forstwirtschaft und Holzeinschlag,[3] Zufriedenstellend,9,0,2955.5657,4238.2559,0
28640,2019,[0] männlich,59,3,0,10.5,[1] Voll erwerbstätig,[2] Forstwirtschaft und Holzeinschlag,[3] Zufriedenstellend,9,0,1229.6796,12910.439,0
19290,2015,[0] männlich,49,1,0,10.5,[1] Voll erwerbstätig,[2] Forstwirtschaft und Holzeinschlag,[4] Weniger gut,7,0,0,3714.8396,0
19290,2017,[0] männlich,51,1,0,10.5,[1] Voll erwerbstätig,[2] Forstwirtschaft und Holzeinschlag,[2] Gut,8,0,0,4289.1167,0
19290,2018,[0] männlich,52,1,0,10.5,[1] Voll erwerbstätig,[2] Forstwirtschaft und Holzeinschlag,[4] Weniger gut,8,0,0,5132.4434,0
21251,2015,[0] männlich,28,2,0,11.5,[1] Voll erwerbstätig,[25] Herstellung von Metallerzeugnissen,[2] Gut,9,41524.617,0,4218.5508,0
21251,2017,[0] männlich,30,2,0,11.5,[1] Voll erwerbstätig,[25] Herstellung von Metallerzeugnissen,[2] Gut,8,55090.527,5236.0327,5041.1187,0
21251,2018,[0] männlich,31,2,0,11.5,[1] Voll erwerbstätig,[25] Herstellung von Metallerzeugnissen,[3] Zufriedenstellend,8,56911.352,0,4390.4824,0
19220,2015,[0] männlich,34,4,0,13.5,[1] Voll erwerbstätig,"[26] Herstellung von Datenverarbeitungsgeraeten, elektronischen und optischen Erzeugnissen",[3] Zufriedenstellend,5,27741.928,0,2773.1794,0
19220,2016,[0] männlich,35,4,0,13.5,[1] Voll erwerbstätig,"[26] Herstellung von Datenverarbeitungsgeraeten, elektronischen und optischen Erzeugnissen",[2] Gut,4,32681.008,0,2735.5415,0
19220,2017,[0] männlich,36,4,0,13.5,[1] Voll erwerbstätig,[25] Herstellung von Metallerzeugnissen,[3] Zufriedenstellend,5,36861.887,0,3239.521,0
19220,2018,[0] männlich,37,4,0,13.5,[1] Voll erwerbstätig,[25] Herstellung von Metallerzeugnissen,[4] Weniger gut,5,36930.734,0,2999.3567,0
19220,2019,[0] männlich,38,4,0,13.5,[1] Voll erwerbstätig,[28] Maschinenbau,[3] Zufriedenstellend,6,32680.336,0,2845.1807,0
9545,2015,[0] männlich,54,1,0,14.5,[1] Voll erwerbstätig,[85] Erziehung und Unterricht,[2] Gut,8,45955.434,0,3846.6736,0
9545,2016,[0] männlich,55,1,0,14.5,[1] Voll erwerbstätig,[85] Erziehung und Unterricht,[2] Gut,6,63437.746,2065.1543,5745.0586,0
9545,2017,[0] männlich,56,2,0,14.5,[1] Voll erwerbstätig,[85] Erziehung und Unterricht,[2] Gut,8,34343.793,3609.075,5636.1875,0
9545,2018,[0] männlich,57,2,0,14.5,[1] Voll erwerbstätig,[85] Erziehung und Unterricht,[2] Gut,8,63138.809,4046.0354,5140.0303,0
9545,2019,[0] männlich,58,2,0,14.5,[1] Voll erwerbstätig,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[2] Gut,8,62124.594,3575.7961,6191.5186,0
26978,2015,[1] weiblich,47,1,0,10.5,[1] Voll erwerbstätig,[86] Gesundheitswesen,[2] Gut,8,31774.504,0,2784.8738,0
26978,2016,[1] weiblich,48,1,0,10.5,[1] Voll erwerbstätig,[86] Gesundheitswesen,[3] Zufriedenstellend,7,32702.896,0,2878.0979,0
26978,2017,[1] weiblich,49,1,0,10.5,[1] Voll erwerbstätig,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[2] Gut,7,35631.16,0,2553.5034,0
26978,2018,[1] weiblich,50,1,0,10.5,[1] Voll erwerbstätig,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[3] Zufriedenstellend,7,35601.57,0,2929.1765,0
26978,2019,[1] weiblich,51,1,0,10.5,[1] Voll erwerbstätig,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[2] Gut,7,37845.363,0,3271.3169,0
16339,2015,[0] männlich,66,1,0,18,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,37028.902,3988.906,0,1151.0629
16339,2016,[0] männlich,67,1,0,18,[2] Teilzeitbeschäftigung,,[3] Zufriedenstellend,5,0,11997.493,1297.8988,0
16339,2017,[0] männlich,68,1,0,18,[2] Teilzeitbeschäftigung,[85] Erziehung und Unterricht,[3] Zufriedenstellend,7,10262.637,0,1147.1401,0
16339,2018,[0] männlich,69,1,0,18,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,6,0,10494.774,0,0
16339,2019,[0] männlich,70,1,0,18,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,6,0,0,0,0
22002,2015,[1] weiblich,58,2,0,11.5,[1] Voll erwerbstätig,[41] Hochbau,[3] Zufriedenstellend,7,26454.801,0,2064.0122,0
22002,2016,[1] weiblich,59,2,0,11.5,[1] Voll erwerbstätig,[41] Hochbau,[2] Gut,8,27183.709,0,2241.1541,0
22002,2017,[1] weiblich,60,2,0,11.5,[1] Voll erwerbstätig,[68] Grundstuecks- und Wohnungswesen,[4] Weniger gut,4,28588.262,0,2027.262,0
22002,2018,[1] weiblich,61,2,0,11.5,[1] Voll erwerbstätig,[68] Grundstuecks- und Wohnungswesen,[3] Zufriedenstellend,5,24262.527,0,1974.1138,0
22002,2019,[1] weiblich,62,2,0,11.5,[1] Voll erwerbstätig,[68] Grundstuecks- und Wohnungswesen,[3] Zufriedenstellend,8,20975.318,0,1704.702,0
2940,2015,[0] männlich,64,1,0,11,[5] Nicht erwerbstätig,,[4] Weniger gut,5,7472.2754,0,0,0
2940,2016,[0] männlich,65,1,0,11,[5] Nicht erwerbstätig,,[5] Schlecht,4,0,0,0,0
2940,2017,[0] männlich,66,1,0,11,[5] Nicht erwerbstätig,,[5] Schlecht,5,0,0,0,0
2940,2018,[0] männlich,67,1,0,11,[5] Nicht erwerbstätig,,[4] Weniger gut,6,0,0,0,0
2940,2019,[0] männlich,68,1,0,11,[5] Nicht erwerbstätig,,[4] Weniger gut,3,0,0,0,0
30314,2015,[1] weiblich,67,3,0,12,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,6,0,0,0,0
30314,2016,[1] weiblich,68,3,0,12,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,7,0,0,0,0
30314,2017,[1] weiblich,69,3,0,12,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,7,0,0,0,0
30314,2018,[1] weiblich,70,3,0,12,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,7,0,0,0,0
30314,2019,[1] weiblich,71,3,0,12,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
3017,2015,[1] weiblich,43,1,0,14,[5] Nicht erwerbstätig,,[5] Schlecht,1,0,0,0,0
3017,2016,[1] weiblich,44,1,0,14,[5] Nicht erwerbstätig,,[5] Schlecht,1,0,0,0,0
3017,2017,[1] weiblich,45,1,0,14,[5] Nicht erwerbstätig,,[5] Schlecht,1,0,0,0,0
3017,2018,[1] weiblich,46,1,0,14,[5] Nicht erwerbstätig,,[5] Schlecht,8,0,1643.2223,0,0
3017,2019,[1] weiblich,47,2,0,14,"[4] Unregelmässig, geringfügig erwerbstät.",[10] Herstellung von Nahrungs- und Futtermitteln,[4] Weniger gut,8,0,2710.5432,5087.2251,0
5016,2015,[0] männlich,72,3,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,7,0,0,0,0
5016,2016,[0] männlich,73,3,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,6,0,0,0,0
5016,2017,[0] männlich,74,3,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,6,0,0,0,0
5016,2018,[0] männlich,75,2,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
5016,2019,[0] männlich,76,2,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,7,0,0,0,0
21710,2015,[0] männlich,88,2,0,14,[5] Nicht erwerbstätig,,[4] Weniger gut,7,0,0,0,0
21710,2016,[0] männlich,89,2,0,14,[5] Nicht erwerbstätig,,[4] Weniger gut,7,0,0,0,0
21710,2017,[0] männlich,90,2,0,14,[5] Nicht erwerbstätig,,[4] Weniger gut,5,0,0,0,0
20263,2015,[0] männlich,66,3,0,11,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,7,0,0,0,0
20263,2016,[0] männlich,67,2,0,11,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,6,0,0,0,0
20263,2017,[0] männlich,68,2,0,11,[5] Nicht erwerbstätig,,[4] Weniger gut,7,0,0,0,0
20263,2018,[0] männlich,69,2,0,11,[5] Nicht erwerbstätig,,[4] Weniger gut,8,0,0,0,0
6359,2015,[1] weiblich,54,4,0,11.5,"[4] Unregelmässig, geringfügig erwerbstät.",[85] Erziehung und Unterricht,[2] Gut,8,2892.2856,0,305.03641,0
6359,2016,[1] weiblich,55,4,0,11.5,"[4] Unregelmässig, geringfügig erwerbstät.",[85] Erziehung und Unterricht,[2] Gut,8,6468.7813,0,36.290985,0
6359,2017,[1] weiblich,56,4,0,11.5,"[4] Unregelmässig, geringfügig erwerbstät.",[85] Erziehung und Unterricht,[2] Gut,9,4566.7002,0,39.56366,0
6359,2018,[1] weiblich,57,4,0,11.5,"[4] Unregelmässig, geringfügig erwerbstät.",[85] Erziehung und Unterricht,[2] Gut,9,4508.8525,0,149.09991,0
6359,2019,[1] weiblich,58,4,0,11.5,"[4] Unregelmässig, geringfügig erwerbstät.",[85] Erziehung und Unterricht,[2] Gut,8,3072.1831,0,334.09747,0
9223,2015,[1] weiblich,25,1,0,,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,7,0,0,0,0
9223,2016,[1] weiblich,26,1,0,,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,9,0,0,0,0
9223,2017,[1] weiblich,27,1,0,,[1] Voll erwerbstätig,[86] Gesundheitswesen,[2] Gut,2,18571.453,0,4049.3936,0
9223,2018,[1] weiblich,28,1,0,,"[4] Unregelmässig, geringfügig erwerbstät.",[85] Erziehung und Unterricht,[2] Gut,7,11346.822,0,967.46106,0
9223,2019,[1] weiblich,29,2,0,,[1] Voll erwerbstätig,[21] Herstellung von pharmazeutischen Erzeugnissen,[2] Gut,9,4988.5425,0,3566.8284,0
11451,2015,[0] männlich,79,2,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
11451,2016,[0] männlich,80,2,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,7,0,0,0,0
11451,2017,[0] männlich,81,2,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,7,0,0,0,0
11451,2018,[0] männlich,82,2,0,10.5,[5] Nicht erwerbstätig,,[4] Weniger gut,5,0,0,0,0
15262,2015,[1] weiblich,77,2,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,7,0,0,0,0
15262,2016,[1] weiblich,78,2,0,10.5,[5] Nicht erwerbstätig,,[4] Weniger gut,5,0,0,0,0
15262,2017,[1] weiblich,79,2,0,10.5,[5] Nicht erwerbstätig,,[4] Weniger gut,7,0,0,0,0
15262,2018,[1] weiblich,80,2,0,10.5,[5] Nicht erwerbstätig,,[4] Weniger gut,8,0,0,0,0
25836,2015,[0] männlich,68,2,0,12,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,5,0,0,0,0
25836,2016,[0] männlich,69,2,0,12,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,5,0,0,0,0
25836,2017,[0] männlich,70,2,0,12,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,5,0,0,0,0
25836,2018,[0] männlich,71,2,0,12,[5] Nicht erwerbstätig,,[4] Weniger gut,7,0,0,0,0
25836,2019,[0] männlich,72,2,0,12,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,6,0,0,0,0
1698,2015,[0] männlich,52,2,0,11.5,[1] Voll erwerbstätig,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[2] Gut,7,34569.418,0,3133.2529,0
1698,2016,[0] männlich,53,2,0,11.5,[1] Voll erwerbstätig,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[2] Gut,7,36442.328,0,3243.062,0
1698,2017,[0] männlich,54,2,0,11.5,[1] Voll erwerbstätig,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[2] Gut,7,37006.871,0,3557.8716,0
1698,2018,[0] männlich,55,2,0,11.5,[1] Voll erwerbstätig,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[2] Gut,7,40244.555,0,3374.1301,0
25487,2015,[0] männlich,86,2,0,10.5,[5] Nicht erwerbstätig,,[2] Gut,9,0,0,0,0
25487,2016,[0] männlich,87,2,0,10.5,[5] Nicht erwerbstätig,,[2] Gut,7,0,0,0,0
25487,2017,[0] männlich,88,2,0,10.5,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
25487,2018,[0] männlich,89,2,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,7,0,0,0,0
25487,2019,[0] männlich,90,2,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,7,0,0,0,0
4097,2015,[1] weiblich,55,2,0,14,[2] Teilzeitbeschäftigung,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[3] Zufriedenstellend,8,41105.777,0,3731.002,0
4097,2016,[1] weiblich,56,2,0,14,[2] Teilzeitbeschäftigung,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[3] Zufriedenstellend,8,40750.672,0,3024.8262,0
4097,2017,[1] weiblich,57,2,0,14,[2] Teilzeitbeschäftigung,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[3] Zufriedenstellend,7,41557.348,0,4474.6743,0
4097,2018,[1] weiblich,58,2,0,14,[2] Teilzeitbeschäftigung,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[3] Zufriedenstellend,5,38111.551,0,3085.9492,0
4097,2019,[1] weiblich,59,2,0,14,[2] Teilzeitbeschäftigung,"[84] Oeffentliche Verwaltung, Verteidigung; Sozialversicherung",[3] Zufriedenstellend,5,39512.094,0,3587.854,0
6012,2015,[0] männlich,66,2,0,10.5,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
6012,2016,[0] männlich,67,2,0,10.5,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
6012,2017,[0] männlich,68,2,0,10.5,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
6012,2018,[0] männlich,69,2,0,10.5,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
22627,2015,[0] männlich,71,2,0,13,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,6,0,0,0,0
9229,2015,[0] männlich,73,1,0,13,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,7,0,0,0,0
9229,2016,[0] männlich,74,1,0,13,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,6,0,0,0,0
9229,2017,[0] männlich,75,1,0,13,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
9229,2018,[0] männlich,76,1,0,13,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
9229,2019,[0] männlich,77,1,0,13,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
16615,2015,[1] weiblich,27,1,0,,"[4] Unregelmässig, geringfügig erwerbstät.",[85] Erziehung und Unterricht,[1] Sehr gut,[10] ganz und gar zufrieden,1845.9514,4740.0664,309.53992,66.337822
16615,2016,[1] weiblich,28,1,0,,[5] Nicht erwerbstätig,,[2] Gut,[10] ganz und gar zufrieden,0,3481.7432,0,0
16615,2017,[1] weiblich,29,1,0,,"[4] Unregelmässig, geringfügig erwerbstät.",[72] Forschung und Entwicklung,[2] Gut,9,3774.2332,569.1178,324.79721,0
16615,2018,[1] weiblich,30,1,0,,[5] Nicht erwerbstätig,,[1] Sehr gut,[10] ganz und gar zufrieden,15871.745,0,0,0
16615,2019,[1] weiblich,31,2,0,,[5] Nicht erwerbstätig,,[2] Gut,9,2258.0234,0,0,0
21454,2015,[1] weiblich,56,3,0,16,[1] Voll erwerbstätig,[20] Herstellung von chemischen Erzeugnissen,[3] Zufriedenstellend,7,77387.117,0,6501.772,0
21454,2016,[1] weiblich,57,2,0,16,[1] Voll erwerbstätig,[20] Herstellung von chemischen Erzeugnissen,[3] Zufriedenstellend,8,78289.414,0,6296.7939,0
21454,2017,[1] weiblich,58,2,0,16,[1] Voll erwerbstätig,[22] Herstellung von Gummi- und Kunststoffwaren,[3] Zufriedenstellend,9,77273.844,0,6471.4741,0
21454,2018,[1] weiblich,59,2,0,16,[1] Voll erwerbstätig,[22] Herstellung von Gummi- und Kunststoffwaren,[2] Gut,9,79929.766,0,7152.4082,0
21454,2019,[1] weiblich,60,2,0,16,[1] Voll erwerbstätig,[20] Herstellung von chemischen Erzeugnissen,[2] Gut,9,80521.922,0,7108.1958,0
7401,2015,[1] weiblich,80,1,0,15,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
7401,2016,[1] weiblich,81,1,0,15,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,7,0,0,0,0
7401,2017,[1] weiblich,82,1,0,15,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
7401,2018,[1] weiblich,83,1,0,15,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
7401,2019,[1] weiblich,84,1,0,15,[5] Nicht erwerbstätig,,[4] Weniger gut,6,0,0,0,0
314,2015,[0] männlich,60,2,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,5,0,0,0,0
314,2016,[0] männlich,61,2,0,10.5,[5] Nicht erwerbstätig,,[4] Weniger gut,5,0,0,0,0
314,2017,[0] männlich,62,2,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
314,2018,[0] männlich,63,2,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,5,0,0,0,0
314,2019,[0] männlich,64,2,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,5,0,0,0,0
18559,2015,[1] weiblich,80,2,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
18559,2016,[1] weiblich,81,2,0,10.5,[5] Nicht erwerbstätig,,[4] Weniger gut,,0,0,0,0
23643,2015,[1] weiblich,51,1,0,12,[1] Voll erwerbstätig,[86] Gesundheitswesen,[2] Gut,8,57653.41,0,5138.8569,0
23643,2016,[1] weiblich,52,2,0,12,[1] Voll erwerbstätig,[86] Gesundheitswesen,[3] Zufriedenstellend,8,54402.898,0,4540.0083,0
23643,2017,[1] weiblich,53,1,0,12,[1] Voll erwerbstätig,[86] Gesundheitswesen,[3] Zufriedenstellend,7,57667.699,0,4263.3418,0
23643,2018,[1] weiblich,54,1,0,12,[1] Voll erwerbstätig,[86] Gesundheitswesen,[3] Zufriedenstellend,8,51126.652,0,4195.8975,0
23643,2019,[1] weiblich,55,1,0,12,[1] Voll erwerbstätig,[86] Gesundheitswesen,[3] Zufriedenstellend,8,60517.566,0,4720.1055,0
16620,2015,[0] männlich,78,2,0,18,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,7,0,0,0,0
16620,2016,[0] männlich,79,2,0,18,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
16620,2017,[0] männlich,80,2,0,18,[5] Nicht erwerbstätig,,[2] Gut,7,0,0,0,0
16620,2018,[0] männlich,81,2,0,18,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
16620,2019,[0] männlich,82,2,0,18,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
717,2015,[1] weiblich,46,4,0,10.5,[1] Voll erwerbstätig,[85] Erziehung und Unterricht,[2] Gut,8,39993.824,0,3632.6479,0
717,2016,[1] weiblich,47,4,0,10.5,[1] Voll erwerbstätig,[85] Erziehung und Unterricht,[3] Zufriedenstellend,8,37133.074,0,3235.8113,0
717,2017,[1] weiblich,48,3,0,10.5,[1] Voll erwerbstätig,[85] Erziehung und Unterricht,[4] Weniger gut,3,40475.836,0,3321.8584,0
717,2018,[1] weiblich,49,3,0,10.5,[1] Voll erwerbstätig,[85] Erziehung und Unterricht,[3] Zufriedenstellend,7,37333.52,0,3509.116,0
717,2019,[1] weiblich,50,2,0,10.5,[1] Voll erwerbstätig,[85] Erziehung und Unterricht,[3] Zufriedenstellend,8,37965.727,0,3361.6719,0
7405,2015,[1] weiblich,50,2,0,18,[1] Voll erwerbstätig,[58] Verlagswesen,[1] Sehr gut,8,53630.777,0,4179.7197,0
7405,2016,[1] weiblich,51,2,0,18,[1] Voll erwerbstätig,[58] Verlagswesen,[2] Gut,8,59260.547,0,4956.4673,0
7405,2017,[1] weiblich,52,2,0,18,[1] Voll erwerbstätig,[58] Verlagswesen,[2] Gut,6,54469.793,0,5077.7598,0
7405,2018,[1] weiblich,53,2,0,18,[1] Voll erwerbstätig,[58] Verlagswesen,[2] Gut,7,35419.102,0,4575.2559,0
7405,2019,[1] weiblich,54,2,0,18,[1] Voll erwerbstätig,[58] Verlagswesen,[3] Zufriedenstellend,7,50187.32,0,4553.3936,0
1767,2015,[1] weiblich,51,5,1,12,[2] Teilzeitbeschäftigung,[85] Erziehung und Unterricht,[3] Zufriedenstellend,6,10033.287,0,1204.2471,0
23625,2015,[0] männlich,53,3,0,10.5,[1] Voll erwerbstätig,"[38] Sammlung, Behandlung und Beseitigung von Abfaellen; Rueckgewinnung",[3] Zufriedenstellend,7,32269.383,0,2636.2495,0
23625,2016,[0] männlich,54,2,0,10.5,[1] Voll erwerbstätig,"[38] Sammlung, Behandlung und Beseitigung von Abfaellen; Rueckgewinnung",[2] Gut,8,29056.42,0,4178.0898,0
23625,2017,[0] männlich,55,2,0,10.5,[1] Voll erwerbstätig,"[38] Sammlung, Behandlung und Beseitigung von Abfaellen; Rueckgewinnung",[2] Gut,7,41988,0,4510.8311,0
23625,2018,[0] männlich,56,2,0,10.5,[1] Voll erwerbstätig,"[38] Sammlung, Behandlung und Beseitigung von Abfaellen; Rueckgewinnung",[2] Gut,7,34003.613,0,3549.5225,0
23625,2019,[0] männlich,57,2,0,10.5,[1] Voll erwerbstätig,"[38] Sammlung, Behandlung und Beseitigung von Abfaellen; Rueckgewinnung",[2] Gut,8,33179.117,0,915.68451,0
7189,2015,[0] männlich,83,1,0,11,[5] Nicht erwerbstätig,,[4] Weniger gut,7,0,0,0,0
7189,2016,[0] männlich,84,1,0,11,[5] Nicht erwerbstätig,,[4] Weniger gut,,0,0,0,0
7189,2017,[0] männlich,85,1,0,11,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
7189,2018,[0] männlich,86,2,0,11,[5] Nicht erwerbstätig,,[4] Weniger gut,8,0,0,0,0
7189,2019,[0] männlich,87,2,0,11,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
443,2019,[1] weiblich,78,2,0,9,[5] Nicht erwerbstätig,,[5] Schlecht,8,0,0,0,0
5292,2015,[0] männlich,52,4,0,18,[1] Voll erwerbstätig,[94] Interessenvertretungen sowie kirchliche und sonstige religioese Vereinigungen (ohne Sozialwesen und Sport),[2] Gut,8,57763.938,0,5648.6333,0
5292,2016,[0] männlich,53,4,0,18,[1] Voll erwerbstätig,[94] Interessenvertretungen sowie kirchliche und sonstige religioese Vereinigungen (ohne Sozialwesen und Sport),[4] Weniger gut,7,60997.395,0,5147.0073,0
7737,2015,[0] männlich,60,2,0,15,[1] Voll erwerbstätig,[28] Maschinenbau,[3] Zufriedenstellend,7,89327.977,0,5192.645,0
7737,2016,[0] männlich,61,2,0,15,[1] Voll erwerbstätig,[28] Maschinenbau,[3] Zufriedenstellend,8,43684.371,0,5136.7539,0
7737,2017,[0] männlich,62,2,0,15,[1] Voll erwerbstätig,[28] Maschinenbau,[3] Zufriedenstellend,8,61808.844,0,5016.2622,0
7737,2018,[0] männlich,63,2,0,15,[5] Nicht erwerbstätig,[28] Maschinenbau,[3] Zufriedenstellend,8,65193.785,0,5559.6724,0
7737,2019,[0] männlich,64,2,0,15,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,6,54054.406,0,5493.8691,0
11995,2015,[0] männlich,70,2,0,12,[5] Nicht erwerbstätig,,[4] Weniger gut,7,0,0,0,0
11995,2016,[0] männlich,71,2,0,12,[5] Nicht erwerbstätig,,[4] Weniger gut,8,0,0,0,0
11995,2017,[0] männlich,72,2,0,12,[5] Nicht erwerbstätig,,[4] Weniger gut,5,0,0,0,0
11995,2018,[0] männlich,73,2,0,12,[5] Nicht erwerbstätig,,[4] Weniger gut,8,0,0,0,0
11995,2019,[0] männlich,74,2,0,12,[5] Nicht erwerbstätig,,[4] Weniger gut,5,0,0,0,0
31167,2015,[0] männlich,32,2,0,10.5,[1] Voll erwerbstätig,[27] Herstellung von elektrischen Ausruestungen,[2] Gut,8,42851.527,3913.9902,1288.7976,371.61264
31167,2016,[0] männlich,33,2,0,10.5,[1] Voll erwerbstätig,[27] Herstellung von elektrischen Ausruestungen,[2] Gut,8,15540.768,3935.4106,516.11212,314.27271
31167,2017,[0] männlich,34,1,0,10.5,[1] Voll erwerbstätig,[25] Herstellung von Metallerzeugnissen,[2] Gut,8,13493.143,3827.8521,1619.7275,0
31167,2018,[0] männlich,35,1,0,10.5,[1] Voll erwerbstätig,[25] Herstellung von Metallerzeugnissen,[3] Zufriedenstellend,7,15999.688,0,976.17365,0
31167,2019,[0] männlich,36,1,0,10.5,[1] Voll erwerbstätig,[25] Herstellung von Metallerzeugnissen,[3] Zufriedenstellend,8,7309.9277,0,1581.7805,0
22032,2015,[0] männlich,81,1,0,10.5,[5] Nicht erwerbstätig,,[4] Weniger gut,6,0,0,0,0
22032,2016,[0] männlich,82,1,0,10.5,[5] Nicht erwerbstätig,,[4] Weniger gut,7,0,0,0,0
693,2015,[1] weiblich,66,2,0,10.5,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
